animal,date,session_type,session_dprime,session_hit_rate,histology_fallback,stimulus,trials,n_mouse_go,n_gt_go,n_ofc_go,p_mouse_go,p_gt_go,p_ofc_go,error_trials_only,n_acx_go,p_acx_go,n_behavior_match,p_behavior_match,odds_behavior_match,models_agree_only,agreement_state
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.7911724409886975,19,12.0,19.0,,0.631578947368421,1.0,,False,11.0,0.5789473684210527,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.9491220452647464,18,12.0,18.0,,0.6666666666666666,1.0,,False,13.0,0.7222222222222222,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,2.121,18,15.0,18.0,,0.8333333333333334,1.0,,False,12.0,0.6666666666666666,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,0.7070000000000001,12,0.0,12.0,,0.0,1.0,,True,7.0,0.5833333333333334,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,0.769344846128565,13,0.0,13.0,,0.0,1.0,,True,7.0,0.5384615384615384,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,0.837187400657122,9,0.0,9.0,,0.0,1.0,,True,6.0,0.6666666666666666,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,0.9110124638462896,12,0.0,12.0,,0.0,1.0,,True,10.0,0.8333333333333334,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.07876684098121,9,9.0,0.0,,1.0,0.0,,True,7.0,0.7777777777777778,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.27741160893374,5,5.0,0.0,,1.0,0.0,,True,2.0,0.4,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.64602248543222,12,0.0,12.0,,0.0,1.0,,True,7.0,0.5833333333333334,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.7911724409886975,7,0.0,7.0,,0.0,1.0,,True,4.0,0.5714285714285714,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,True,1.9491220452647464,6,0.0,6.0,,0.0,1.0,,True,4.0,0.6666666666666666,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,11,1.0,11.0,9.0,0.09090909090909091,1.0,0.8181818181818182,False,7.0,0.6363636363636364,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,11,1.0,11.0,6.0,0.09090909090909091,1.0,0.5454545454545454,False,4.0,0.36363636363636365,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,11,2.0,11.0,8.0,0.18181818181818182,1.0,0.7272727272727273,False,5.0,0.45454545454545453,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,12,2.0,12.0,9.0,0.16666666666666666,1.0,0.75,False,6.0,0.5,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,23,2.0,0.0,16.0,0.08695652173913043,0.0,0.6956521739130435,False,15.0,0.6521739130434783,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,22,1.0,0.0,18.0,0.045454545454545456,0.0,0.8181818181818182,False,14.0,0.6363636363636364,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,23,1.0,0.0,18.0,0.043478260869565216,0.0,0.782608695652174,False,15.0,0.6521739130434783,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,22,1.0,0.0,16.0,0.045454545454545456,0.0,0.7272727272727273,False,18.0,0.8181818181818182,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,12,1.0,12.0,9.0,0.08333333333333333,1.0,0.75,False,7.0,0.5833333333333334,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,11,4.0,11.0,9.0,0.36363636363636365,1.0,0.8181818181818182,False,8.0,0.7272727272727273,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,12,3.0,12.0,7.0,0.25,1.0,0.5833333333333334,False,7.0,0.5833333333333334,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,11,5.0,11.0,7.0,0.45454545454545453,1.0,0.6363636363636364,False,8.0,0.7272727272727273,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,10,0.0,10.0,9.0,0.0,1.0,0.9,True,6.0,0.6,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,10,0.0,10.0,6.0,0.0,1.0,0.6,True,4.0,0.4,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,9,0.0,9.0,6.0,0.0,1.0,0.6666666666666666,True,4.0,0.4444444444444444,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,10,0.0,10.0,8.0,0.0,1.0,0.8,True,4.0,0.4,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,11,0.0,11.0,8.0,0.0,1.0,0.7272727272727273,True,7.0,0.6363636363636364,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,7,0.0,7.0,6.0,0.0,1.0,0.8571428571428571,True,4.0,0.5714285714285714,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,9,0.0,9.0,7.0,0.0,1.0,0.7777777777777778,True,5.0,0.5555555555555556,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,6,0.0,6.0,5.0,0.0,1.0,0.8333333333333334,True,5.0,0.8333333333333334,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,7,,,,,,,,,,1.0,0.14285714285714285,0.16666666666666666,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,7,,,,,,,,,,3.0,0.42857142857142855,0.75,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,6,,,,,,,,,,3.0,0.5,1.0,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,7,,,,,,,,,,3.0,0.42857142857142855,0.75,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,10,,,,,,,,,,1.0,0.1,0.11111111111111112,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,14,,,,,,,,,,2.0,0.14285714285714285,0.16666666666666666,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,12,,,,,,,,,,1.0,0.08333333333333333,0.09090909090909091,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,14,,,,,,,,,,1.0,0.07142857142857142,0.07692307692307691,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,8,,,,,,,,,,2.0,0.25,0.3333333333333333,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,8,,,,,,,,,,4.0,0.5,1.0,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,4,,,,,,,,,,0.0,0.0,,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,6,,,,,,,,,,1.0,0.16666666666666666,0.19999999999999998,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,3,,,,,,,,,,1.0,0.3333333333333333,0.49999999999999994,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,5,,,,,,,,,,2.0,0.4,0.6666666666666667,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,1,,,,,,,,,,1.0,1.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,4,,,,,,,,,,2.0,0.5,1.0,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,5,,,,,,,,,,1.0,0.2,0.25,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,8,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,4,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,6,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,2,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,4,,,,,,,,,,1.0,0.25,0.3333333333333333,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,3,,,,,,,,,,3.0,1.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,2,,,,,,,,,,1.0,0.5,1.0,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,2,,,,,,,,,,0.0,0.0,,True,Both No-Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,38,28.0,38.0,38.0,0.7368421052631579,1.0,1.0,False,35.0,0.9210526315789473,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,38,24.0,38.0,38.0,0.631578947368421,1.0,1.0,False,32.0,0.8421052631578947,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,18,12.0,18.0,18.0,0.6666666666666666,1.0,1.0,False,15.0,0.8333333333333334,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,19,13.0,19.0,19.0,0.6842105263157895,1.0,1.0,False,17.0,0.8947368421052632,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,19,5.0,0.0,19.0,0.2631578947368421,0.0,1.0,False,13.0,0.6842105263157895,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,38,8.0,0.0,38.0,0.21052631578947367,0.0,1.0,False,23.0,0.6052631578947368,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,38,1.0,0.0,38.0,0.02631578947368421,0.0,1.0,False,22.0,0.5789473684210527,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,18,7.0,0.0,18.0,0.3888888888888889,0.0,1.0,False,13.0,0.7222222222222222,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,18,7.0,18.0,18.0,0.3888888888888889,1.0,1.0,False,15.0,0.8333333333333334,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,19,14.0,19.0,19.0,0.7368421052631579,1.0,1.0,False,16.0,0.8421052631578947,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,19,14.0,19.0,19.0,0.7368421052631579,1.0,1.0,False,17.0,0.8947368421052632,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,2.121,19,17.0,19.0,19.0,0.8947368421052632,1.0,1.0,False,19.0,1.0,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,10,0.0,10.0,10.0,0.0,1.0,1.0,True,7.0,0.7,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,14,0.0,14.0,14.0,0.0,1.0,1.0,True,12.0,0.8571428571428571,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,6,0.0,6.0,6.0,0.0,1.0,1.0,True,4.0,0.6666666666666666,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,6,0.0,6.0,6.0,0.0,1.0,1.0,True,4.0,0.6666666666666666,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,5,5.0,0.0,5.0,1.0,0.0,1.0,True,5.0,1.0,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,8,8.0,0.0,8.0,1.0,0.0,1.0,True,6.0,0.75,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,7,7.0,0.0,7.0,1.0,0.0,1.0,True,7.0,1.0,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,11,0.0,11.0,11.0,0.0,1.0,1.0,True,8.0,0.7272727272727273,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,5,0.0,5.0,5.0,0.0,1.0,1.0,True,3.0,0.6,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,5,0.0,5.0,5.0,0.0,1.0,1.0,True,4.0,0.8,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,35,,,,,,,,,,28.0,0.8,4.000000000000001,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,32,,,,,,,,,,20.0,0.625,1.6666666666666667,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,15,,,,,,,,,,11.0,0.7333333333333333,2.749999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,17,,,,,,,,,,13.0,0.7647058823529411,3.249999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,13,,,,,,,,,,5.0,0.38461538461538464,0.625,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,23,,,,,,,,,,6.0,0.2608695652173913,0.35294117647058826,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,22,,,,,,,,,,1.0,0.045454545454545456,0.047619047619047616,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,13,,,,,,,,,,7.0,0.5384615384615384,1.1666666666666665,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,15,,,,,,,,,,7.0,0.4666666666666667,0.875,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,16,,,,,,,,,,13.0,0.8125,4.333333333333333,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,17,,,,,,,,,,13.0,0.7647058823529411,3.249999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,2.121,19,,,,,,,,,,17.0,0.8947368421052632,8.5,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,26,,,,,,,,,,24.0,0.9230769230769231,12.000000000000009,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,24,,,,,,,,,,19.0,0.7916666666666666,3.799999999999999,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,12,,,,,,,,,,10.0,0.8333333333333334,5.000000000000002,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,13,,,,,,,,,,11.0,0.8461538461538461,5.5,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,10,,,,,,,,,,5.0,0.5,1.0,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,16,,,,,,,,,,5.0,0.3125,0.45454545454545453,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,13,,,,,,,,,,1.0,0.07692307692307693,0.08333333333333333,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,10,,,,,,,,,,7.0,0.7,2.333333333333333,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,12,,,,,,,,,,7.0,0.5833333333333334,1.4000000000000001,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,14,,,,,,,,,,13.0,0.9285714285714286,13.000000000000007,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,14,,,,,,,,,,13.0,0.9285714285714286,13.000000000000007,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,2.121,15,,,,,,,,,,15.0,1.0,,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,32,30.0,32.0,23.0,0.9375,1.0,0.71875,False,21.0,0.65625,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,32,30.0,32.0,22.0,0.9375,1.0,0.6875,False,22.0,0.6875,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,31,31.0,31.0,22.0,1.0,1.0,0.7096774193548387,False,24.0,0.7741935483870968,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,31,16.0,31.0,26.0,0.5161290322580645,1.0,0.8387096774193549,False,16.0,0.5161290322580645,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,62,24.0,0.0,47.0,0.3870967741935484,0.0,0.7580645161290323,False,29.0,0.46774193548387094,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,63,18.0,0.0,51.0,0.2857142857142857,0.0,0.8095238095238095,False,10.0,0.15873015873015872,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,63,35.0,0.0,53.0,0.5555555555555556,0.0,0.8412698412698413,False,22.0,0.3492063492063492,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,62,26.0,0.0,54.0,0.41935483870967744,0.0,0.8709677419354839,False,49.0,0.7903225806451613,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,31,22.0,31.0,25.0,0.7096774193548387,1.0,0.8064516129032258,False,21.0,0.6774193548387096,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,31,31.0,31.0,26.0,1.0,1.0,0.8387096774193549,False,20.0,0.6451612903225806,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,31,31.0,31.0,27.0,1.0,1.0,0.8709677419354839,False,26.0,0.8387096774193549,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,2.121,31,30.0,31.0,28.0,0.967741935483871,1.0,0.9032258064516129,False,24.0,0.7741935483870968,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,15,0.0,15.0,13.0,0.0,1.0,0.8666666666666667,True,8.0,0.5333333333333333,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,24,24.0,0.0,17.0,1.0,0.0,0.7083333333333334,True,14.0,0.5833333333333334,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,18,18.0,0.0,11.0,1.0,0.0,0.6111111111111112,True,1.0,0.05555555555555555,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,35,35.0,0.0,28.0,1.0,0.0,0.8,True,12.0,0.34285714285714286,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,26,26.0,0.0,24.0,1.0,0.0,0.9230769230769231,True,18.0,0.6923076923076923,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,9,0.0,9.0,7.0,0.0,1.0,0.7777777777777778,True,7.0,0.7777777777777778,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,16,,,,,,,,,,13.0,0.8125,4.333333333333333,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,20,,,,,,,,,,15.0,0.75,3.0,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,19,,,,,,,,,,17.0,0.8947368421052632,8.5,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,15,,,,,,,,,,7.0,0.4666666666666667,0.875,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,30,,,,,,,,,,15.0,0.5,1.0,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,20,,,,,,,,,,5.0,0.25,0.3333333333333333,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,26,,,,,,,,,,12.0,0.46153846153846156,0.8571428571428572,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,43,,,,,,,,,,17.0,0.3953488372093023,0.6538461538461539,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,21,,,,,,,,,,13.0,0.6190476190476191,1.6250000000000002,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,21,,,,,,,,,,18.0,0.8571428571428571,5.999999999999997,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,22,,,,,,,,,,22.0,1.0,,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,2.121,21,,,,,,,,,,21.0,1.0,,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,6,,,,,,,,,,3.0,0.5,1.0,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,1,,,,,,,,,,1.0,1.0,,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,10,,,,,,,,,,6.0,0.6,1.4999999999999998,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,11,,,,,,,,,,11.0,1.0,,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,9,,,,,,,,,,4.0,0.4444444444444444,0.7999999999999999,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,15,,,,,,,,,,8.0,0.5333333333333333,1.1428571428571428,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,3,,,,,,,,,,2.0,0.6666666666666666,1.9999999999999998,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,9,,,,,,,,,,3.0,0.3333333333333333,0.49999999999999994,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,2,,,,,,,,,,0.0,0.0,,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,12,,,,,,,,,,7.0,0.5833333333333334,1.4000000000000001,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,4,,,,,,,,,,3.0,0.75,3.0,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,21,,,,,,,,,,11.0,0.5238095238095238,1.1,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,2,,,,,,,,,,0.0,0.0,,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,10,,,,,,,,,,7.0,0.7,2.333333333333333,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,2,,,,,,,,,,1.0,0.5,1.0,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,8,,,,,,,,,,6.0,0.75,3.0,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,2,,,,,,,,,,2.0,1.0,,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,8,,,,,,,,,,8.0,1.0,,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,3,,,,,,,,,,3.0,1.0,,True,Both No-Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,True,2.121,13,,,,,,,,,,13.0,1.0,,True,Both Go
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,21,20.0,21.0,14.0,0.9523809523809523,1.0,0.6666666666666666,False,4.0,0.19047619047619047,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,0.769344846128565,20,20.0,20.0,10.0,1.0,1.0,0.5,False,13.0,0.65,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,0.837187400657122,21,20.0,21.0,11.0,0.9523809523809523,1.0,0.5238095238095238,False,13.0,0.6190476190476191,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,0.9110124638462896,21,19.0,21.0,10.0,0.9047619047619048,1.0,0.47619047619047616,False,12.0,0.5714285714285714,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.07876684098121,42,23.0,0.0,22.0,0.5476190476190477,0.0,0.5238095238095238,False,23.0,0.5476190476190477,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.1738949211927685,42,24.0,0.0,26.0,0.5714285714285714,0.0,0.6190476190476191,False,26.0,0.6190476190476191,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.27741160893374,42,22.0,0.0,28.0,0.5238095238095238,0.0,0.6666666666666666,False,26.0,0.6190476190476191,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.390056630435602,42,16.0,0.0,26.0,0.38095238095238093,0.0,0.6190476190476191,False,25.0,0.5952380952380952,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.64602248543222,20,19.0,20.0,12.0,0.95,1.0,0.6,False,10.0,0.5,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.7911724409886975,21,21.0,21.0,10.0,1.0,1.0,0.47619047619047616,False,13.0,0.6190476190476191,,,,,
G4A3,6/4/2025,(2b Expert) 2b Categorization,,,True,1.9491220452647464,21,20.0,21.0,16.0,0.9523809523809523,1.0,0.7619047619047619,False,11.0,0.5238095238095238,,,,,
