animal,date,session_type,session_dprime,session_hit_rate,histology_fallback,stimulus,trials,n_mouse_go,n_gt_go,n_ofc_go,p_mouse_go,p_gt_go,p_ofc_go,error_trials_only,n_trials,cohen_mouse_acx,p_agree_mouse_acx,cohen_mouse_ofc,p_agree_mouse_ofc,cohen_acx_ofc,p_agree_acx_ofc,cohen_gt_acx,p_agree_gt_acx,cohen_gt_ofc,p_agree_gt_ofc,cohen_gt_mouse,p_agree_gt_mouse,var_agree_acx_ofc,fleiss_mouse_acx_ofc,fleiss_mouse_acx_ofc_gt,n_acx_go,p_acx_go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,,,,,,,,,12.0,0.33333333333333326,0.6666666666666666,-0.12500000000000006,0.25,0.16666666666666674,0.5833333333333334,0.0,0.5,0.0,0.75,0.0,0.16666666666666666,0.24305555555555555,-0.0030959752321982675,-0.07441016333938308,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,,,,,,,,,23.0,-0.04229607250755292,0.34782608695652173,-0.051428571428571414,0.30434782608695654,-0.28326180257510736,0.43478260869565216,0.0,0.34782608695652173,0.0,0.30434782608695654,-1.2767564783189308e-15,0.9130434782608695,0.2457466918714556,-0.2777777777777779,-0.21280602636534815,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,,,,,,,,,22.0,-0.09271523178807951,0.3181818181818182,0.020942408376963387,0.22727272727272727,0.11999999999999988,0.6363636363636364,0.0,0.36363636363636365,6.784696261598178e-17,0.18181818181818182,0.0,0.9545454545454546,0.23140495867768596,-0.21212121212121238,-0.1797979797979797,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,,,,,,,,,23.0,-0.08875739644970412,0.30434782608695654,0.024937655860349146,0.2608695652173913,-0.15525114155251127,0.5217391304347826,0.0,0.34782608695652173,3.5465457731081387e-17,0.21739130434782608,0.0,0.9565217391304348,0.2495274102079395,-0.2756302521008407,-0.2129817444219067,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,,,,,,,,,22.0,0.020942408376963387,0.22727272727272727,-0.09356725146198827,0.22727272727272727,-0.023255813953488292,0.6363636363636364,6.784696261598178e-17,0.18181818181818182,0.0,0.2727272727272727,0.0,0.9545454545454546,0.23140495867768596,-0.27741935483870983,-0.2176100628930818,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,,,,,,,,,12.0,-0.17073170731707316,0.3333333333333333,0.058823529411764726,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.0,0.5833333333333334,0.0,0.75,0.0,0.08333333333333333,0.22222222222222224,-0.11455108359133144,-0.13248638838475502,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,,,,,,,,,11.0,0.35294117647058826,0.6363636363636364,-0.08450704225352103,0.36363636363636365,0.23255813953488386,0.7272727272727273,0.0,0.7272727272727273,0.0,0.8181818181818182,0.0,0.36363636363636365,0.1983471074380165,0.08333333333333322,0.006944444444444234,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,,,,,,,,,12.0,0.07692307692307686,0.5,-0.5384615384615387,0.16666666666666666,-0.37142857142857166,0.3333333333333333,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0,0.25,0.22222222222222224,-0.3374613003095976,-0.24863883847549906,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,,,,,,,,,11.0,-0.2222222222222221,0.36363636363636365,-0.41935483870967727,0.2727272727272727,-0.037735849056603904,0.5454545454545454,0.0,0.7272727272727273,0.0,0.6363636363636364,0.0,0.45454545454545453,0.24793388429752067,-0.26923076923076933,-0.2009925558312657,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,True,0.7070000000000001,,,,,,,,,38.0,0.3870967741935484,0.8157894736842105,0.0,0.7368421052631579,0.0,0.9210526315789473,0.0,0.9210526315789473,,1.0,0.0,0.7368421052631579,0.07271468144044323,0.13175932977913107,0.07470946319867203,,
