Checkbox,MouseName,SessionDate,SessionTime,TrialTypes,States,Outcomes,Stimuli,Licks,WaterConsumption,FilePath,Notes,Unique_Stimuli_Values,Tones_per_class,N_Boundaries
False,G6A5,2025-09-03,10:13:36,"['Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go']","[['TimerTrig' array([0.    , 0.0001])]
 ['State0' array([0.0001, 0.0101])]
 ['ITI' array([0.0101, 3.5548])]
 ['WaitingForNoLicks' array([3.5548, 4.0548])]
 ['SessionOn' array([4.0548, 4.0549])]
 ['PlayTone' array([4.0549, 4.1549])]
 ['ReinforsmentDelay' array([4.1549, 4.2549])]
 ['ResponseWindow' array([4.2549, 5.2549])]
 ['NoLickDetected' array([5.2549, 5.3549])]
 ['Reward' array([5.3549, 5.4136])]
 ['EndTrial' array([5.4136, 5.4137])]]","['Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Miss', 'Miss', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Miss', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Miss', 'Miss', 'Miss', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Miss', 'Miss', 'Miss', 'Hit', 'Hit', 'Miss', 'Miss', 'Hit', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Miss', 'Miss', 'Miss', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Hit', 'Miss', 'Miss', 'Miss', 'Miss', 'Hit']","[0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707]","[None, None, None, array([1.2221]), None, array([0.5886]), None, None, array([0.8201]), None, None, None, None, None, array([0.7668]), None, None, None, array([0.1961, 0.3473]), None, None, None, None, None, None, None, None, None, None, array([1.0382]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, array([0.6447]), None, None, None, None, None, None, None, None, None, array([0.056 , 0.8325]), None, array([0.0678, 0.0685]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, array([1.329]), None, None, None, array([0.6845]), array([0.2286]), None, None, None, None, None, None, None, array([0.6691]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, array([0.163, 0.851]), array([0.3097]), array([0.2592]), array([0.8842]), None, array([0.8365]), None, array([0.3352]), array([0.2617]), array([0.2442]), None, array([0.2649]), array([1.2867]), array([0.2552]), array([0.0226, 0.1442, 0.4568]), array([0.0886]), None, array([0.1009, 0.8018]), None, None, array([0.2859]), array([0.4982]), array([0.1975, 0.3021]), array([0.288]), array([0.2102]), array([0.9772]), None, array([0.1033, 0.3246]), None, array([1.1529]), array([0.2176]), array([0.3295]), array([0.4401]), None, array([0.1128, 0.2472]), None, array([1.1648]), None, array([0.9021]), None, array([0.226]), array([0.2004]), array([0.715]), None, array([0.17]), None, array([1.2053]), None, array([0.5699]), array([1.0514]), None, None, None, None, array([0.1205, 0.2629]), None, None, None, array([0.4551]), None, array([0.3471]), array([0.2002]), array([0.6366]), array([0.2567]), None, None, array([0.9352]), array([1.1031]), array([0.914]), array([0.8843]), None, None, None, array([0.8839]), None, None, None, None, None, None, None, None, array([1.0105]), None, None, None, array([0.853]), None, None, None, None, None, None, None, None, array([0.6011]), None, None, array([0.2168]), array([0.374]), None, None, None, array([1.2329]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",790.0,Z:/Shared/Amichai/Behavior/data/Group_6\G6A5\GNG\Session Data\G6A5_GNG_20250903_101335_merged.mat,"['TA', 'TA', '1b_0t']",[0.707],0,1
False,G6A2,2025-09-03,10:32:53,"['Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go', 'Go']","[['TimerTrig' array([0.    , 0.0001])]
 ['State0' array([0.0001, 0.0101])]
 ['ITI' array([0.0101, 2.2237])]
 ['WaitingForNoLicks' array([2.2237, 2.7237])]
 ['SessionOn' array([2.7237, 2.7238])]
 ['PlayTone' array([2.7238, 2.8238])]
 ['ReinforsmentDelay' array([2.8238, 2.9238])]
 ['ResponseWindow' array([2.9238, 3.9238])]
 ['NoLickDetected' array([3.9238, 4.0238])]
 ['Reward' array([4.0238, 4.0609])]
 ['EndTrial' array([4.0609, 4.061 ])]]","['Miss', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Miss', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit', 'Miss', 'Hit', 'Miss', 'Hit', 'Hit', 'Miss', 'Hit', 'Hit', 'Hit', 'Hit', 'Hit']","[0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707
 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707 0.707]","[None, None, None, None, array([1.3359]), None, None, None, None, None, None, None, None, None, None, None, array([0.1909]), array([0.8198]), None, None, None, None, None, array([0.5901]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, array([0.8028]), None, None, None, None, None, None, None, None, None, None, None, None, None, array([1.2279, 1.2435]), array([1.0683, 1.0735, 1.074 , 1.0744, 1.0749, 1.0754, 1.0773, 1.0779,
       1.079 , 1.0794, 1.0799, 1.0941]), None, None, array([0.277]), None, None, None, None, None, None, None, array([0.5284]), None, None, None, None, None, None, None, None, None, None, None, None, None, array([1.2543]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, array([1.0157]), None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",219.0,Z:/Shared/Amichai/Behavior/data/Group_6\G6A2\GNG\Session Data\G6A2_GNG_20250903_103252.mat,"['TA', 'TA', '1b_0t']",[0.707],0,1
