stim_i,stim_j,cat_i,cat_j,pair_type,similarity,dissimilarity
0.7367347870505897,0.8000086869052582,Go,Go,within_go,-0.25517338209029405,0.6275866910451471
0.7367347870505897,0.868716816924144,Go,Go,within_go,-0.2486210611477523,0.6243105305738761
0.7367347870505897,1.1589698549675345,Go,NoGo,across,-0.3030530689968506,0.6515265344984253
0.7367347870505897,1.2934546947659762,Go,NoGo,across,-0.3035308039753024,0.6517654019876512
0.7367347870505897,1.44354492072532,Go,NoGo,across,-0.23775386873647433,0.6188769343682372
0.8000086869052582,0.868716816924144,Go,Go,within_go,-0.20669144599221115,0.6033457229961056
0.8000086869052582,1.1589698549675345,Go,NoGo,across,-0.2984223718959344,0.6492111859479672
0.8000086869052582,1.2934546947659762,Go,NoGo,across,-0.16693511495019311,0.5834675574750966
0.8000086869052582,1.44354492072532,Go,NoGo,across,-0.2557185266260893,0.6278592633130446
0.868716816924144,1.1589698549675345,Go,NoGo,across,0.021781108636336543,0.48910944568183173
0.868716816924144,1.2934546947659762,Go,NoGo,across,-0.2718079822929148,0.6359039911464575
0.868716816924144,1.44354492072532,Go,NoGo,across,-0.32746089750488894,0.6637304487524445
1.1589698549675345,1.2934546947659762,NoGo,NoGo,within_nogo,-0.14901580925898839,0.5745079046294942
1.1589698549675345,1.44354492072532,NoGo,NoGo,within_nogo,-0.08127000856929825,0.5406350042846492
1.2934546947659762,1.44354492072532,NoGo,NoGo,within_nogo,0.2092953389060648,0.3953523305469676
