stim_i,stim_j,cat_i,cat_j,pair_type,similarity,dissimilarity
1.0384678567860421,1.1589698549675345,NoGo,NoGo,within_nogo,0.18414345915754757,0.4079282704212262
1.0384678567860421,1.2934546947659762,NoGo,NoGo,within_nogo,-0.2697675727437245,0.6348837863718623
1.0384678567860421,1.44354492072532,NoGo,NoGo,within_nogo,-0.016277594913516765,0.5081387974567584
1.0384678567860421,1.5892005137748781,NoGo,Go,across,-0.20155872766312433,0.6007793638315622
1.0384678567860421,1.725823597954066,NoGo,Go,across,-0.16610386455366116,0.5830519322768306
1.0384678567860421,1.8741921270716624,NoGo,Go,across,-0.27159992973944447,0.6357999648697222
1.0384678567860421,2.0353158534519538,NoGo,Go,across,-0.08124934850937222,0.5406246742546861
1.1589698549675345,1.2934546947659762,NoGo,NoGo,within_nogo,-0.48997695908482886,0.7449884795424144
1.1589698549675345,1.44354492072532,NoGo,NoGo,within_nogo,0.05310718833680149,0.47344640583159925
1.1589698549675345,1.5892005137748781,NoGo,Go,across,-0.022250016596624747,0.5111250082983124
1.1589698549675345,1.725823597954066,NoGo,Go,across,0.03182499923984015,0.4840875003800799
1.1589698549675345,1.8741921270716624,NoGo,Go,across,-0.3240175150226607,0.6620087575113304
1.1589698549675345,2.0353158534519538,NoGo,Go,across,-0.07202584076743322,0.5360129203837166
1.2934546947659762,1.44354492072532,NoGo,NoGo,within_nogo,-0.3753175141058239,0.687658757052912
1.2934546947659762,1.5892005137748781,NoGo,Go,across,-0.008169879525472486,0.5040849397627363
1.2934546947659762,1.725823597954066,NoGo,Go,across,-0.2010646676370633,0.6005323338185317
1.2934546947659762,1.8741921270716624,NoGo,Go,across,0.2019414195850959,0.39902929020745204
1.2934546947659762,2.0353158534519538,NoGo,Go,across,-0.22544562610352595,0.612722813051763
1.44354492072532,1.5892005137748781,NoGo,Go,across,-0.2670662829983434,0.6335331414991717
1.44354492072532,1.725823597954066,NoGo,Go,across,-0.02258304631506063,0.5112915231575303
1.44354492072532,1.8741921270716624,NoGo,Go,across,-0.1926210035569526,0.5963105017784763
1.44354492072532,2.0353158534519538,NoGo,Go,across,-0.10872163898153396,0.554360819490767
1.5892005137748781,1.725823597954066,Go,Go,within_go,-0.13815739650858747,0.5690786982542937
1.5892005137748781,1.8741921270716624,Go,Go,within_go,-0.09178934366702707,0.5458946718335136
1.5892005137748781,2.0353158534519538,Go,Go,within_go,-0.21384110127733436,0.6069205506386672
1.725823597954066,1.8741921270716624,Go,Go,within_go,-0.36332777060931903,0.6816638853046595
1.725823597954066,2.0353158534519538,Go,Go,within_go,-0.022147076425926844,0.5110735382129634
1.8741921270716624,2.0353158534519538,Go,Go,within_go,-0.222850333648884,0.611425166824442
