stim_i,stim_j,cat_i,cat_j,pair_type,similarity,dissimilarity
0.7367347870505897,0.8000086869052582,Go,Go,within_go,0.011286236113009907,0.49435688194349503
0.7367347870505897,0.868716816924144,Go,Go,within_go,-0.19075649541906226,0.5953782477095311
0.7367347870505897,0.9433258917802092,Go,Go,within_go,-0.07903058908754135,0.5395152945437707
0.7367347870505897,1.0384678567860421,Go,NoGo,across,-0.16169375473404018,0.5808468773670201
0.7367347870505897,1.1589698549675345,Go,NoGo,across,-0.02898865504863565,0.5144943275243178
0.7367347870505897,1.2934546947659762,Go,NoGo,across,-0.0022929833727598063,0.5011464916863799
0.7367347870505897,1.44354492072532,Go,NoGo,across,-0.018813901149439736,0.5094069505747199
0.7367347870505897,1.5892005137748781,Go,Go,within_go,-0.03507108494937275,0.5175355424746864
0.7367347870505897,1.725823597954066,Go,Go,within_go,-0.2164637514852882,0.6082318757426441
0.7367347870505897,1.8741921270716624,Go,Go,within_go,-0.2516775726109079,0.625838786305454
0.7367347870505897,2.0353158534519538,Go,Go,within_go,0.022355160743225976,0.488822419628387
0.8000086869052582,0.868716816924144,Go,Go,within_go,-0.10330746814548,0.55165373407274
0.8000086869052582,0.9433258917802092,Go,Go,within_go,-0.10959884337636365,0.5547994216881819
0.8000086869052582,1.0384678567860421,Go,NoGo,across,-0.01255221590755592,0.506276107953778
0.8000086869052582,1.1589698549675345,Go,NoGo,across,-0.0942471700975545,0.5471235850487772
0.8000086869052582,1.2934546947659762,Go,NoGo,across,-0.2613762471168127,0.6306881235584063
0.8000086869052582,1.44354492072532,Go,NoGo,across,-0.25001137202420004,0.6250056860121
0.8000086869052582,1.5892005137748781,Go,Go,within_go,0.013541259510467783,0.4932293702447661
0.8000086869052582,1.725823597954066,Go,Go,within_go,-0.10273043075205253,0.5513652153760262
0.8000086869052582,1.8741921270716624,Go,Go,within_go,-0.22161267666545495,0.6108063383327275
0.8000086869052582,2.0353158534519538,Go,Go,within_go,0.010139076800319785,0.4949304615998401
0.868716816924144,0.9433258917802092,Go,Go,within_go,-0.19994161657080434,0.5999708082854022
0.868716816924144,1.0384678567860421,Go,NoGo,across,-0.014690102083126667,0.5073450510415634
0.868716816924144,1.1589698549675345,Go,NoGo,across,-0.173463684196951,0.5867318420984755
0.868716816924144,1.2934546947659762,Go,NoGo,across,0.019912745285862878,0.4900436273570686
0.868716816924144,1.44354492072532,Go,NoGo,across,-0.27246705613336947,0.6362335280666848
0.868716816924144,1.5892005137748781,Go,Go,within_go,-0.22248611167227808,0.611243055836139
0.868716816924144,1.725823597954066,Go,Go,within_go,0.07987301158239399,0.460063494208803
0.868716816924144,1.8741921270716624,Go,Go,within_go,0.034280614930103724,0.48285969253494815
0.868716816924144,2.0353158534519538,Go,Go,within_go,-0.08585455543351023,0.5429272777167551
0.9433258917802092,1.0384678567860421,Go,NoGo,across,-0.1493702211023363,0.5746851105511681
0.9433258917802092,1.1589698549675345,Go,NoGo,across,-0.14821849463407843,0.5741092473170393
0.9433258917802092,1.2934546947659762,Go,NoGo,across,-0.2346130044523614,0.6173065022261807
0.9433258917802092,1.44354492072532,Go,NoGo,across,0.1778222742547044,0.4110888628726478
0.9433258917802092,1.5892005137748781,Go,Go,within_go,0.026840350136216842,0.48657982493189156
0.9433258917802092,1.725823597954066,Go,Go,within_go,-0.23847626447797246,0.6192381322389863
0.9433258917802092,1.8741921270716624,Go,Go,within_go,-0.09890551640180623,0.5494527582009031
0.9433258917802092,2.0353158534519538,Go,Go,within_go,0.01747670673268136,0.49126164663365934
1.0384678567860421,1.1589698549675345,NoGo,NoGo,within_nogo,0.15967894599892635,0.42016052700053685
1.0384678567860421,1.2934546947659762,NoGo,NoGo,within_nogo,-0.12360972796568373,0.5618048639828419
1.0384678567860421,1.44354492072532,NoGo,NoGo,within_nogo,-0.2556112937760129,0.6278056468880064
1.0384678567860421,1.5892005137748781,NoGo,Go,across,-0.13436170371258405,0.567180851856292
1.0384678567860421,1.725823597954066,NoGo,Go,across,-0.06320943970330457,0.5316047198516523
1.0384678567860421,1.8741921270716624,NoGo,Go,across,-0.1705792639717634,0.5852896319858817
1.0384678567860421,2.0353158534519538,NoGo,Go,across,-0.22717298844679282,0.6135864942233964
1.1589698549675345,1.2934546947659762,NoGo,NoGo,within_nogo,-0.05151893096775472,0.5257594654838773
1.1589698549675345,1.44354492072532,NoGo,NoGo,within_nogo,0.07234235052731965,0.4638288247363402
1.1589698549675345,1.5892005137748781,NoGo,Go,across,-0.15432838594714932,0.5771641929735747
1.1589698549675345,1.725823597954066,NoGo,Go,across,-0.13544168256376354,0.5677208412818817
1.1589698549675345,1.8741921270716624,NoGo,Go,across,-0.2059404700714714,0.6029702350357357
1.1589698549675345,2.0353158534519538,NoGo,Go,across,-0.07112717889012793,0.535563589445064
1.2934546947659762,1.44354492072532,NoGo,NoGo,within_nogo,0.040163571570623266,0.4799182142146884
1.2934546947659762,1.5892005137748781,NoGo,Go,across,-0.08434371817249388,0.542171859086247
1.2934546947659762,1.725823597954066,NoGo,Go,across,-0.09598343270775932,0.5479917163538797
1.2934546947659762,1.8741921270716624,NoGo,Go,across,0.09971873076139069,0.45014063461930465
1.2934546947659762,2.0353158534519538,NoGo,Go,across,-0.05111729138536553,0.5255586456926827
1.44354492072532,1.5892005137748781,NoGo,Go,across,0.06889802029719133,0.4655509898514043
1.44354492072532,1.725823597954066,NoGo,Go,across,-0.13826893704304039,0.5691344685215202
1.44354492072532,1.8741921270716624,NoGo,Go,across,-0.1603766951438229,0.5801883475719114
1.44354492072532,2.0353158534519538,NoGo,Go,across,0.04096455544159882,0.4795177222792006
1.5892005137748781,1.725823597954066,Go,Go,within_go,-0.32333324282675746,0.6616666214133787
1.5892005137748781,1.8741921270716624,Go,Go,within_go,-0.16227597783443157,0.5811379889172158
1.5892005137748781,2.0353158534519538,Go,Go,within_go,0.02118958781629279,0.4894052060918536
1.725823597954066,1.8741921270716624,Go,Go,within_go,0.2591167417445937,0.3704416291277032
1.725823597954066,2.0353158534519538,Go,Go,within_go,-0.25321286527548265,0.6266064326377413
1.8741921270716624,2.0353158534519538,Go,Go,within_go,-0.21532888494896182,0.6076644424744809
