stim_i,stim_j,cat_i,cat_j,pair_type,similarity,dissimilarity
0.7367347870505897,0.8000086869052582,Go,Go,within_go,-0.19226956081046276,0.5961347804052314
0.7367347870505897,0.868716816924144,Go,Go,within_go,-0.10649237611311975,0.5532461880565599
0.7367347870505897,0.9433258917802092,Go,Go,within_go,-0.21881231354013786,0.6094061567700689
0.7367347870505897,1.0384678567860421,Go,NoGo,across,-0.05445663809924518,0.5272283190496226
0.7367347870505897,1.1589698549675345,Go,NoGo,across,0.040975176978747814,0.47951241151062607
0.7367347870505897,1.2934546947659762,Go,NoGo,across,0.07138199088551345,0.4643090045572433
0.7367347870505897,1.44354492072532,Go,NoGo,across,-0.058500986888835635,0.5292504934444178
0.7367347870505897,1.5892005137748781,Go,Go,within_go,-0.045358190354414435,0.5226790951772072
0.7367347870505897,1.725823597954066,Go,Go,within_go,-0.11528201785040261,0.5576410089252013
0.7367347870505897,1.8741921270716624,Go,Go,within_go,-0.07261425063144757,0.5363071253157238
0.7367347870505897,2.0353158534519538,Go,Go,within_go,-0.22941229912307456,0.6147061495615372
0.8000086869052582,0.868716816924144,Go,Go,within_go,-0.01051478099340232,0.5052573904967012
0.8000086869052582,0.9433258917802092,Go,Go,within_go,-0.006475532236864663,0.5032377661184323
0.8000086869052582,1.0384678567860421,Go,NoGo,across,-0.12163991831943333,0.5608199591597167
0.8000086869052582,1.1589698549675345,Go,NoGo,across,-0.19814656360220417,0.5990732818011021
0.8000086869052582,1.2934546947659762,Go,NoGo,across,-0.031196681800205645,0.5155983409001028
0.8000086869052582,1.44354492072532,Go,NoGo,across,-0.13366684581318694,0.5668334229065934
0.8000086869052582,1.5892005137748781,Go,Go,within_go,-0.25740440888160165,0.6287022044408008
0.8000086869052582,1.725823597954066,Go,Go,within_go,-0.11291154616388414,0.556455773081942
0.8000086869052582,1.8741921270716624,Go,Go,within_go,0.022481772954888554,0.48875911352255574
0.8000086869052582,2.0353158534519538,Go,Go,within_go,-0.031056916661843327,0.5155284583309216
0.868716816924144,0.9433258917802092,Go,Go,within_go,-0.1800756810054111,0.5900378405027056
0.868716816924144,1.0384678567860421,Go,NoGo,across,-0.15236185825592263,0.5761809291279614
