,mds_1,mds_2,mds_stress
0.7367347870505897,-0.10160462675021799,0.06909334679735787,1.6708520197748697
0.8000086869052582,0.10796482946407049,-0.07596884316922053,1.6708520197748697
0.868716816924144,-0.3044999002613279,-0.23540540108685137,1.6708520197748697
0.9433258917802092,0.19717512078975422,-0.36583152452325585,1.6708520197748697
1.0384678567860421,0.3248761755159175,0.2258295056236407,1.6708520197748697
1.1589698549675345,0.3573373799132372,-0.1487300394440879,1.6708520197748697
1.2934546947659762,0.30893576102280706,0.024241093959573985,1.6708520197748697
1.44354492072532,-0.34067795800572387,0.23591224209340525,1.6708520197748697
1.5892005137748781,-0.14144235046428494,0.3288107265690018,1.6708520197748697
1.725823597954066,0.08184167213434246,0.3637877962020485,1.6708520197748697
1.8741921270716624,-0.37508726692669414,-0.05246058361593134,1.6708520197748697
2.0353158534519538,-0.1148188364318801,-0.369278319405681,1.6708520197748697
